STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1985,,6.495,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1985,,1.986,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1985,,0.712,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1988,,379.947,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1988,,85.11,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1988,,585.597,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1988,,0.99,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1988,,688.049,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1988,,23.506,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1987,,0.946,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1987,,634.956,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1987,,23.265,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1987,,5.178,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1989,,8.063,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1978,,22.153,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1978,,729.457,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1978,,4.351,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1973,,86.483,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1973,,45.715,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1973,,11.888,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1973,,291.873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1973,,21.942,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1973,,13.517,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1973,,384.541,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1973,,3.476,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1973,,5.183,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1973,,0.543,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1976,,9.349,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1976,,22.865,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1976,,4.949,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1976,,6.274,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1976,,0.463,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1976,,129.759,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1976,,90.651,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1979,,7.899,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1979,,77.665,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1979,,178.834,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1979,,89.711,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1979,,86.549,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1979,,10.809,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1979,,621.869,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1979,,33.575,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1979,,10.289,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1975,,4.486,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1975,,6.26,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1975,,0.447,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1975,,204.973,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1975,,0.806,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1975,,225.42,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1975,,21.913,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1974,,175.37,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1974,,48.89,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1974,,10.799,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1974,,349.375,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1974,,21.363,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1974,,10.859,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1974,,4.647,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1972,,337.364,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1972,,3.557,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1972,,6.509,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1972,,74.444,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1972,,1.663,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1972,,128.586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,12.655,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,11.345,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2022,,11.017,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2022,,8010.935,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2022,,9.251,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2022,,5492.642,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1992,,225.801,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1992,,11.182,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1992,,1607.278,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1992,,79.596,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1997,,24.315,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1997,,273.134,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1992,,2019.308,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,11.19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,9.798,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2015,,12.953,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2015,,5299.105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2016,,727.675,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2016,,14.47,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2016,,84.353,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,11.026,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,9.862,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2014,,12.873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2014,,5153.434,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2014,,7.908,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2017,,5043.35,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2017,,933.138,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2017,,1.92,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2017,,764.109,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2017,,14.694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2017,,84.387,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2013,,19.913,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2013,,530.788,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2013,,1.451,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2013,,16.17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2019,,4389.038,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2019,,909.165,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2019,,1.56,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2019,,9.838,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2019,,1.877,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2018,,1.508,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2018,,9.657,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2018,,1.824,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2018,,5290.997,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2018,,999.097,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2011,,3417.286,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2011,,606.116,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2011,,1.202,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2011,,8.958,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2011,,1.82,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2020,,636.836,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2020,,1.559,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2020,,14.902,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2020,,83.069,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2020,,4151.748,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2008,,552.587,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2008,,12.628,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2008,,75.051,,A,,,,,,,
